PLAYER,SEASON,FGM,FGA,TPM,TPA,FTM,FTA,FGP,TPP,FTP
Keith Van Horn,2002,471,1089,101,293,156,195,0.432506887,0.344709898,0.8
Jason Williams,2002,376,985,127,430,80,101,0.381725888,0.295348837,0.792079208
Jason Kidd,2002,445,1138,117,364,201,247,0.391036907,0.321428571,0.813765182
Juwan Howard,2002,462,1005,0,2,261,343,0.459701493,0,0.760932945
Jeff McInnis,2002,463,1121,75,234,183,219,0.413024086,0.320512821,0.835616438
Clifford Robinson,2002,454,1069,115,304,143,206,0.424695978,0.378289474,0.694174757
Antonio Davis,2002,410,963,0,1,293,358,0.425752856,0,0.818435754
Shane Battier,2002,412,961,103,276,198,283,0.428720083,0.373188406,0.699646643
Jason Richardson,2002,464,1090,82,246,141,210,0.425688073,0.333333333,0.671428571
Brent Barry,2002,401,790,164,387,198,234,0.507594937,0.42377261,0.846153846
David Wesley,2002,364,910,85,256,138,188,0.4,0.33203125,0.734042553
Kenny Thomas,2002,396,829,0,16,223,336,0.477683957,0,0.663690476
Vin Baker,2002,315,649,1,8,143,226,0.485362096,0.125,0.632743363
Morris Peterson,2002,336,768,84,231,127,169,0.4375,0.363636364,0.75147929
Elden Campbell,2002,384,794,0,2,306,384,0.483627204,0,0.796875
Kurt Thomas,2002,463,938,1,6,216,265,0.493603412,0.166666667,0.81509434
Ron Mercer,2002,311,784,18,62,95,119,0.396683673,0.290322581,0.798319328
Mike Bibby,2002,446,985,51,138,155,193,0.452791878,0.369565217,0.803108808
Corliss Williamson,2002,411,806,1,5,240,298,0.509925558,0.2,0.805369128
Brad Miller,2002,366,733,3,7,297,383,0.499317872,0.428571429,0.775456919
Damon Stoudamire,2002,369,918,104,295,174,196,0.401960784,0.352542373,0.887755102
Raef LaFrentz,2002,421,920,104,268,105,151,0.457608696,0.388059701,0.695364238
John Stockton,2002,401,775,25,78,275,321,0.517419355,0.320512821,0.856697819
Kerry Kittles,2002,438,940,98,242,128,172,0.465957447,0.404958678,0.744186047
Quentin Richardson,2002,401,927,133,349,143,187,0.432578209,0.381088825,0.764705882
Metta World Peace,2002,269,636,53,170,136,204,0.422955975,0.311764706,0.666666667
Al Harrington,2002,230,484,1,3,115,144,0.475206612,0.333333333,0.798611111
Lamar Odom,2002,151,360,16,84,61,93,0.419444444,0.19047619,0.655913978
Chauncey Billups,2002,348,823,124,315,207,234,0.422843256,0.393650794,0.884615385
Terrell Brandon,2002,155,365,4,23,83,84,0.424657534,0.173913043,0.988095238
Desmond Mason,2002,357,769,16,59,201,237,0.464239272,0.271186441,0.848101266
Darrell Armstrong,2002,347,827,139,398,182,205,0.419588875,0.349246231,0.887804878
Marcus Fizer,2002,371,848,7,41,189,283,0.4375,0.170731707,0.667844523
Larry Hughes,2002,343,810,18,93,191,259,0.42345679,0.193548387,0.737451737
Aaron McKie,2002,220,490,51,128,96,122,0.448979592,0.3984375,0.786885246
Chucky Atkins,2002,368,790,138,336,83,120,0.465822785,0.410714286,0.691666667
Eric Snow,2002,276,624,3,27,183,227,0.442307692,0.111111111,0.806167401
Doug Christie,2002,338,735,90,256,206,242,0.459863946,0.3515625,0.851239669
Lorenzen Wright,2002,223,486,0,2,70,123,0.458847737,0,0.569105691
Anfernee Hardaway,2002,389,931,23,83,158,195,0.41783029,0.277108434,0.81025641
Rodney Rogers,2002,356,756,88,235,117,149,0.470899471,0.374468085,0.785234899
Alvin Williams,2002,403,971,62,193,103,140,0.415036045,0.321243523,0.735714286
Matt Harpring,2002,386,838,21,69,165,222,0.460620525,0.304347826,0.743243243
Stromile Swift,2002,293,611,0,3,217,305,0.479541735,0,0.71147541
Tim Thomas,2002,316,753,95,291,142,179,0.419654714,0.326460481,0.793296089
Troy Hudson,2002,354,815,66,187,176,201,0.434355828,0.352941176,0.875621891
Ricky Davis,2002,376,781,11,35,196,248,0.481434059,0.314285714,0.790322581
Steven Smith,2002,310,682,116,246,159,181,0.454545455,0.471544715,0.878453039
Voshon Lenard,2002,315,769,89,240,94,120,0.409622887,0.370833333,0.783333333
Michael Redd,2002,294,609,88,198,91,115,0.482758621,0.444444444,0.791304348
Corey Maggette,2002,235,530,46,139,201,251,0.443396226,0.330935252,0.800796813
Keon Clark,2002,380,775,0,5,155,230,0.490322581,0,0.673913043
Derek Fisher,2002,274,666,144,349,94,111,0.411411411,0.41260745,0.846846847
Danny Fortson,2002,309,722,1,4,245,308,0.427977839,0.25,0.795454545
Ruben Patterson,2002,319,619,9,36,192,274,0.515347334,0.25,0.700729927
Zydrunas Ilgauskas,2002,241,567,0,5,208,276,0.425044092,0,0.753623188
Vlade Divac,2002,338,716,3,13,209,340,0.472067039,0.230769231,0.614705882
Marcus Camby,2002,130,290,0,1,62,99,0.448275862,0,0.626262626
Bobby Jackson,2002,334,754,79,219,149,184,0.442970822,0.360730594,0.809782609
Pat Garrity,2002,327,767,169,396,61,73,0.426336375,0.426767677,0.835616438
Gilbert Arenas,2002,174,384,39,113,124,160,0.453125,0.345132743,0.775
Derek Anderson,2002,247,613,85,228,178,208,0.402936378,0.372807018,0.855769231
Lee Nailon,2002,369,764,1,2,112,150,0.482984293,0.5,0.746666667
Michael Dickerson,2002,15,48,8,21,5,6,0.3125,0.380952381,0.833333333
Andrei Kirilenko,2002,285,633,25,100,285,371,0.450236967,0.25,0.76819407
James Posey,2002,277,736,67,237,161,203,0.376358696,0.282700422,0.793103448
Jim Jackson,2002,238,538,38,81,75,87,0.442379182,0.469135802,0.862068966
Joe Smith,2002,297,581,2,3,171,206,0.511187608,0.666666667,0.830097087
Scottie Pippen,2002,246,599,54,177,113,146,0.410684474,0.305084746,0.773972603
Rod Strickland,2002,316,714,8,26,154,201,0.442577031,0.307692308,0.766169154
Chris Whitney,2002,274,656,131,323,154,175,0.417682927,0.405572755,0.88
Hedo Turkoglu,2002,290,687,63,171,167,230,0.422125182,0.368421053,0.726086957
Bob Sura,2002,250,590,42,133,236,328,0.423728814,0.315789474,0.719512195
Toni Kukoc,2002,211,504,53,171,109,153,0.418650794,0.30994152,0.712418301
Courtney Alexander,2002,223,474,5,18,98,121,0.470464135,0.277777778,0.809917355
Nazr Mohammed,2002,329,713,0,1,137,222,0.461430575,0,0.617117117
Bryon Russell,2002,222,584,77,226,115,140,0.380136986,0.340707965,0.821428571
Kenny Anderson,2002,312,716,9,33,98,132,0.43575419,0.272727273,0.742424242
Anthony Mason,2002,316,626,1,1,154,221,0.504792332,1,0.696832579
Tim Hardaway,2002,226,620,123,354,77,97,0.364516129,0.347457627,0.793814433
Tony Delk,2002,226,588,67,214,78,97,0.384353741,0.313084112,0.804123711
Darius Miles,2002,308,641,3,19,158,255,0.48049922,0.157894737,0.619607843
Malik Rose,2002,293,633,1,12,185,257,0.462875197,0.083333333,0.719844358
Richard Jefferson,2002,270,591,13,56,189,265,0.456852792,0.232142857,0.713207547
Jamaal Tinsley,2002,289,760,42,175,131,186,0.380263158,0.24,0.704301075
Walt Williams,2002,166,396,78,183,40,51,0.419191919,0.426229508,0.784313725
Rodney Buford,2002,258,593,17,70,58,80,0.435075885,0.242857143,0.725
Brian Grant,2002,286,610,0,2,101,119,0.468852459,0,0.848739496
Isaiah Rider,2002,37,81,6,15,13,17,0.456790123,0.4,0.764705882
Jamal Crawford,2002,89,187,26,58,10,13,0.475935829,0.448275862,0.769230769
Antonio Daniels,2002,269,612,57,196,158,210,0.439542484,0.290816327,0.752380952
Tony Parker,2002,268,639,61,189,108,160,0.419405321,0.322751323,0.675
Lucious Harris,2002,249,537,44,118,133,158,0.463687151,0.372881356,0.841772152
Eddie Robinson,2002,112,247,2,5,36,48,0.453441296,0.4,0.75
Jon Barry,2002,255,523,121,258,108,116,0.487571702,0.468992248,0.931034483
Anthony Peeler,2002,288,684,111,283,50,58,0.421052632,0.392226148,0.862068966
Dion Glover,2002,192,456,30,91,78,103,0.421052632,0.32967033,0.757281553
Eric Piatkowski,2002,207,471,111,238,101,113,0.439490446,0.466386555,0.89380531
Eddie Griffin,2002,244,666,90,273,64,86,0.366366366,0.32967033,0.744186047
George McCloud,2002,206,576,60,222,132,163,0.357638889,0.27027027,0.809815951
Trenton Hassell,2002,267,628,60,165,87,114,0.425159236,0.363636364,0.763157895
Glen Rice,2002,65,167,18,64,24,30,0.389221557,0.28125,0.8
Jamaal Magloire,2002,227,413,0,1,243,333,0.549636804,0,0.72972973
Rasho Nesterovic,2002,324,657,0,1,39,71,0.493150685,0,0.549295775
Mark Jackson,2002,260,592,79,195,87,110,0.439189189,0.405128205,0.790909091
DerMarr Johnson,2002,214,540,89,247,85,105,0.396296296,0.360323887,0.80952381
Jumaine Jones,2002,287,640,52,168,45,68,0.4484375,0.30952381,0.661764706
Moochie Norris,2002,251,631,36,134,127,169,0.3977813,0.268656716,0.75147929
Ira Newble,2002,131,263,1,7,75,88,0.498098859,0.142857143,0.852272727
Tyrone Hill,2002,71,182,0,1,67,103,0.39010989,0,0.650485437
Eddie House,2002,209,524,54,157,42,49,0.398854962,0.343949045,0.857142857
Greg Anthony,2002,183,475,48,163,60,91,0.385263158,0.294478528,0.659340659
Avery Johnson,2002,207,432,0,5,121,163,0.479166667,0,0.742331288
Rick Fox,2002,255,605,65,208,70,85,0.421487603,0.3125,0.823529412
Travis Best,2002,228,518,21,59,104,116,0.44015444,0.355932203,0.896551724
Tyronn Lue,2002,222,520,63,141,48,63,0.426923077,0.446808511,0.761904762
Erick Strickland,2002,190,488,95,247,131,155,0.389344262,0.384615385,0.84516129
Othella Harrington,2002,237,450,0,2,122,172,0.526666667,0,0.709302326
Chris Mihm,2002,221,526,3,7,124,179,0.420152091,0.428571429,0.69273743
Ben Wallace,2002,255,480,0,3,99,234,0.53125,0,0.423076923
Chris Crawford,2002,21,45,0,1,11,15,0.466666667,0,0.733333333
Joe Johnson,2002,251,584,38,130,41,53,0.429794521,0.292307692,0.773584906
Gary Trent,2002,193,381,0,2,92,144,0.50656168,0,0.638888889
Jonathan Bender,2002,198,460,45,125,140,181,0.430434783,0.36,0.773480663
Chris Mills,2002,178,427,48,127,85,107,0.416861827,0.377952756,0.794392523
Charles Smith,2002,182,428,35,131,42,65,0.425233645,0.267175573,0.646153846
Jake Tsakalidis,2002,190,400,0,1,111,159,0.475,0,0.698113208
Calbert Cheaney,2002,224,466,0,4,46,67,0.480686695,0,0.686567164
Aaron Williams,2002,231,439,0,2,130,186,0.5261959,0,0.698924731
Hubert Davis,2002,146,326,57,126,16,21,0.447852761,0.452380952,0.761904762
Speedy Claxton,2002,181,452,4,33,114,136,0.400442478,0.121212121,0.838235294
Adrian Griffin,2002,179,359,16,54,41,49,0.498607242,0.296296296,0.836734694
Hakeem Olajuwon,2002,194,418,0,2,47,84,0.464114833,0,0.55952381
Monty Williams,2002,198,362,0,4,88,134,0.546961326,0,0.656716418
LaPhonso Ellis,2002,189,452,38,124,53,84,0.418141593,0.306451613,0.630952381
Devean George,2002,215,523,66,178,85,126,0.411089866,0.370786517,0.674603175
Christian Laettner,2002,168,362,2,10,66,76,0.464088398,0.2,0.868421053
Popeye Jones,2002,222,508,4,11,106,130,0.437007874,0.363636364,0.815384615
Brevin Knight,2002,141,334,2,8,87,115,0.422155689,0.25,0.756521739
Bruce Bowen,2002,155,398,56,148,46,96,0.389447236,0.378378378,0.479166667
John Crotty,2002,98,208,31,69,57,66,0.471153846,0.449275362,0.863636364
Tony Battie,2002,211,390,0,2,88,130,0.541025641,0,0.676923077
Predrag Drobnjak,2002,191,414,0,2,55,73,0.461352657,0,0.753424658
Robert Horry,2002,183,460,76,203,108,138,0.397826087,0.374384236,0.782608696
Austin Croshere,2002,185,448,49,145,97,114,0.412946429,0.337931034,0.850877193
Scott Padgett,2002,188,395,49,113,75,102,0.475949367,0.433628319,0.735294118
Vladimir Radmanovic,2002,146,354,66,157,49,72,0.412429379,0.420382166,0.680555556
Dana Barros,2002,74,192,24,71,21,27,0.385416667,0.338028169,0.777777778
Emanual Davis,2002,70,198,29,85,16,18,0.353535354,0.341176471,0.888888889
Jacque Vaughn,2002,206,438,24,54,104,126,0.470319635,0.444444444,0.825396825
Kelvin Cato,2002,190,326,0,1,113,194,0.582822086,0,0.582474227
Tom Gugliotta,2002,127,301,3,9,28,37,0.42192691,0.333333333,0.756756757
Eduardo Najera,2002,150,300,0,2,100,148,0.5,0,0.675675676
Dell Curry,2002,141,347,45,131,33,37,0.406340058,0.34351145,0.891891892
Jarron Collins,2002,158,343,0,1,134,181,0.460641399,0,0.740331492
Chris Gatling,2002,131,293,1,8,82,117,0.447098976,0.125,0.700854701
Eric Williams,2002,144,385,24,86,160,219,0.374025974,0.279069767,0.730593607
Tyrone Nesby,2002,183,421,13,47,64,93,0.434679335,0.276595745,0.688172043
Grant Long,2002,164,385,3,17,86,123,0.425974026,0.176470588,0.699186992
Oscar Torres,2002,135,341,37,126,82,105,0.395894428,0.293650794,0.780952381
Kevin Willis,2002,125,284,0,1,65,87,0.440140845,0,0.747126437
Shawn Kemp,2002,175,407,0,4,104,131,0.42997543,0,0.79389313
Patrick Ewing,2002,148,333,0,1,94,134,0.444444444,0,0.701492537
Troy Murphy,2002,178,423,3,9,121,156,0.420803783,0.333333333,0.775641026
Rusty LaRue,2002,73,185,17,50,30,35,0.394594595,0.34,0.857142857
Lindsey Hunter,2002,187,490,79,208,20,40,0.381632653,0.379807692,0.5
Greg Buckner,2002,104,198,5,16,40,58,0.525252525,0.3125,0.689655172
Kendall Gill,2002,162,422,6,44,42,62,0.383886256,0.136363636,0.677419355
Kevin Ollie,2002,137,353,1,2,187,227,0.388101983,0.5,0.823788546
Jeff Foster,2002,177,394,2,15,111,182,0.449238579,0.133333333,0.60989011
Tracy Murray,2002,85,207,40,104,17,21,0.410628019,0.384615385,0.80952381
Tariq Abdul-Wahad,2002,55,147,1,2,24,33,0.37414966,0.5,0.727272727
Wang Zhi-zhi,2002,109,248,48,116,42,57,0.439516129,0.413793103,0.736842105
A.J. Guyton,2002,88,244,46,123,22,27,0.360655738,0.37398374,0.814814815
Terry Porter,2002,136,321,59,142,68,83,0.423676012,0.415492958,0.819277108
Tony Massenburg,2002,159,349,1,1,84,117,0.455587393,1,0.717948718
Alan Henderson,2002,59,116,1,1,24,45,0.50862069,1,0.533333333
Will Solomon,2002,113,331,46,162,49,73,0.341389728,0.283950617,0.671232877
Kenny Satterfield,2002,73,199,7,27,36,46,0.366834171,0.259259259,0.782608696
Charlie Ward,2002,113,303,53,164,47,58,0.372937294,0.323170732,0.810344828
Mengke Bateer,2002,53,132,4,12,29,37,0.401515152,0.333333333,0.783783784
Damon Jones,2002,114,284,69,186,43,59,0.401408451,0.370967742,0.728813559
Eddie Gill,2002,39,92,7,22,31,39,0.423913043,0.318181818,0.794871795
John Wallace,2002,93,214,5,13,40,46,0.434579439,0.384615385,0.869565217
Shandon Anderson,2002,149,373,39,141,74,107,0.399463807,0.276595745,0.691588785
Scott Williams,2002,86,217,0,2,30,41,0.396313364,0,0.731707317
DeShawn Stevenson,2002,143,371,2,25,37,53,0.385444744,0.08,0.698113208
Ryan Bowen,2002,147,307,1,12,69,92,0.478827362,0.083333333,0.75
Hanno Mottola,2002,169,384,1,13,57,76,0.440104167,0.076923077,0.75
Marc Jackson,2002,60,164,0,1,66,80,0.365853659,0,0.825
Trajan Langdon,2002,70,176,27,74,42,46,0.397727273,0.364864865,0.913043478
Slava Medvedenko,2002,145,304,0,4,41,60,0.476973684,0,0.683333333
Lawrence Funderburke,2002,115,245,0,3,34,56,0.469387755,0,0.607142857
Stacey Augmon,2002,141,329,0,3,77,101,0.428571429,0,0.762376238
Dan Majerle,2002,99,289,79,235,23,39,0.342560554,0.336170213,0.58974359
Danny Ferry,2002,76,177,43,99,34,36,0.429378531,0.434343434,0.944444444
Jason Collins,2002,117,278,1,2,115,164,0.420863309,0.5,0.701219512
Kwame Brown,2002,94,243,0,1,70,99,0.386831276,0,0.707070707
Bo Outlaw,2002,166,299,1,2,43,102,0.555183946,0.5,0.421568627
Mark Strickland,2002,91,204,1,4,25,44,0.446078431,0.25,0.568181818
Shammond Williams,2002,81,193,28,75,31,39,0.419689119,0.373333333,0.794871795
Jason Collier,2002,41,95,0,1,24,32,0.431578947,0,0.75
Fred Hoiberg,2002,121,291,24,92,78,92,0.41580756,0.260869565,0.847826087
John Starks,2002,114,310,29,95,33,41,0.367741935,0.305263158,0.804878049
Howard Eisley,2002,59,175,14,58,39,49,0.337142857,0.24137931,0.795918367
Steve Kerr,2002,102,216,26,65,39,40,0.472222222,0.4,0.975
Jaren Jackson,2002,15,37,7,20,2,4,0.405405405,0.35,0.5
Darvin Ham,2002,120,211,1,7,62,123,0.568720379,0.142857143,0.504065041
Malik Allen,2002,22,51,0,1,8,10,0.431372549,0,0.8
Jason Caffey,2002,36,72,0,1,27,43,0.5,0,0.627906977
Anthony Carter,2002,89,260,1,19,19,36,0.342307692,0.052631579,0.527777778
Vladimir Stepania,2002,117,249,1,2,50,104,0.469879518,0.5,0.480769231
Johnny Newman,2002,67,148,22,57,42,58,0.452702703,0.385964912,0.724137931
Bryant Stith,2002,70,188,24,68,44,52,0.372340426,0.352941176,0.846153846
Keyon Dooling,2002,22,57,4,14,10,12,0.385964912,0.285714286,0.833333333
Chris Childs,2002,97,296,33,120,58,71,0.327702703,0.275,0.816901408
Robert Pack,2002,25,66,1,4,11,15,0.378787879,0.25,0.733333333
Earl Boykins,2002,110,275,13,42,47,61,0.4,0.30952381,0.770491803
Quincy Lewis,2002,64,143,3,18,13,20,0.447552448,0.166666667,0.65
Shawn Bradley,2002,78,163,0,1,59,64,0.478527607,0,0.921875
Mitch Richmond,2002,100,247,18,62,42,44,0.4048583,0.290322581,0.954545455
Lavor Postell,2002,28,84,6,26,31,41,0.333333333,0.230769231,0.756097561
Danny Manning,2002,71,149,1,7,22,33,0.476510067,0.142857143,0.666666667
Michael Curry,2002,125,276,7,26,72,91,0.452898551,0.269230769,0.791208791
Bobby Simmons,2002,43,95,4,14,22,30,0.452631579,0.285714286,0.733333333
Nick Anderson,2002,21,76,13,48,5,9,0.276315789,0.270833333,0.555555556
Antonis Fotsis,2002,42,104,7,23,17,20,0.403846154,0.304347826,0.85
Joe Crispin,2002,26,68,15,39,12,13,0.382352941,0.384615385,0.923076923
Stephen Jackson,2002,34,91,9,36,12,17,0.373626374,0.25,0.705882353
Walter McCarty,2002,80,180,39,99,13,19,0.444444444,0.393939394,0.684210526
George Lynch,2002,73,198,1,6,25,40,0.368686869,0.166666667,0.625
Charles Oakley,2002,97,263,1,6,21,28,0.368821293,0.166666667,0.75
Terence Morris,2002,111,289,15,78,18,28,0.384083045,0.192307692,0.642857143
Robert Traylor,2002,87,204,1,1,53,84,0.426470588,1,0.630952381
Corie Blount,2002,115,248,0,1,29,45,0.463709677,0,0.644444444
Dalibor Bagaric,2002,72,178,0,1,41,70,0.404494382,0,0.585714286
Earl Watson,2002,96,212,16,44,23,36,0.452830189,0.363636364,0.638888889
Ike Austin,2002,36,92,0,3,4,4,0.391304348,0,1
Rafer Alston,2002,66,191,27,71,18,29,0.345549738,0.38028169,0.620689655
Raja Bell,2002,103,240,12,44,36,48,0.429166667,0.272727273,0.75
Rodney White,2002,21,60,2,9,12,14,0.35,0.222222222,0.857142857
Bryce Drew,2002,78,182,31,73,23,29,0.428571429,0.424657534,0.793103448
Vonteego Cummings,2002,78,187,12,46,24,32,0.417112299,0.260869565,0.75
Milt Palacio,2002,82,214,13,41,54,74,0.38317757,0.317073171,0.72972973
Mookie Blaylock,2002,50,146,15,42,4,8,0.342465753,0.357142857,0.5
Sam Mitchell,2002,98,227,10,35,38,49,0.431718062,0.285714286,0.775510204
Matt Bullard,2002,39,115,16,57,11,12,0.339130435,0.280701754,0.916666667
Sam Mack,2002,14,49,7,28,5,7,0.285714286,0.25,0.714285714
Jabari Smith,2002,26,63,0,3,21,32,0.412698413,0,0.65625
Dan Langhi,2002,49,125,1,4,8,11,0.392,0.25,0.727272727
Gerald Wallace,2002,75,175,0,7,23,46,0.428571429,0,0.5
Bimbo Coles,2002,56,146,4,20,33,37,0.383561644,0.2,0.891891892
Derrick Dial,2002,41,120,1,11,18,24,0.341666667,0.090909091,0.75
Tierre Brown,2002,49,115,4,12,21,28,0.426086957,0.333333333,0.75
Randy Livingston,2002,15,54,1,8,10,11,0.277777778,0.125,0.909090909
Cal Bowdler,2002,61,174,1,5,39,47,0.350574713,0.2,0.829787234
Erick Barkley,2002,24,68,1,7,9,10,0.352941176,0.142857143,0.9
Chris Andersen,2002,25,74,0,4,22,28,0.337837838,0,0.785714286
Cedric Henderson,2002,15,31,2,4,4,7,0.483870968,0.5,0.571428571
Carlos Arroyo,2002,49,111,0,2,13,18,0.441441441,0,0.722222222
Derrick McKey,2002,52,122,5,12,10,14,0.426229508,0.416666667,0.714285714
Brian Shaw,2002,61,173,29,88,18,26,0.352601156,0.329545455,0.692307692
Mark Madsen,2002,66,146,0,2,35,54,0.452054795,0,0.648148148
Anthony Johnson,2002,37,90,4,12,16,25,0.411111111,0.333333333,0.64
Mike James,2002,15,43,8,21,4,7,0.348837209,0.380952381,0.571428571
Norman Richardson,2002,10,26,4,8,6,9,0.384615385,0.5,0.666666667
Mikki Moore,2002,29,61,1,2,20,26,0.475409836,0.5,0.769230769
Joel Przybilla,2002,76,142,0,1,38,90,0.535211268,0,0.422222222
Carlos Rogers,2002,24,43,1,6,10,19,0.558139535,0.166666667,0.526315789
Victor Alexander,2002,18,51,0,2,4,8,0.352941176,0,0.5
Felipe Lopez,2002,59,155,14,32,37,55,0.380645161,0.4375,0.672727273
Mitchell Butler,2002,10,23,1,3,8,12,0.434782609,0.333333333,0.666666667
Jason Hart,2002,10,19,0,2,6,6,0.526315789,0,1
Ervin Johnson,2002,89,193,0,1,30,66,0.461139896,0,0.454545455
William Avery,2002,26,90,6,35,13,19,0.288888889,0.171428571,0.684210526
Eric Montross,2002,53,132,0,1,9,29,0.401515152,0,0.310344828
Jermaine Jackson,2002,20,42,1,2,16,24,0.476190476,0.5,0.666666667
Maurice Evans,2002,9,19,0,3,3,4,0.473684211,0,0.75
Tang Hamilton,2002,10,19,0,1,0,1,0.526315789,0,0
Dean Oliver,2002,17,45,2,12,6,9,0.377777778,0.166666667,0.666666667
Mateen Cleaves,2002,30,68,2,8,8,9,0.441176471,0.25,0.888888889
Kedrick Brown,2002,23,70,5,27,12,20,0.328571429,0.185185185,0.6
Doug Overton,2002,14,44,7,27,4,7,0.318181818,0.259259259,0.571428571
